positive,negative,neutral
0.09010298550128937,1.0000003385357559e-05,0.9989112615585327
0.0034934247378259897,1.0000003385357559e-05,1.0000100135803223
0.09010298550128937,1.0000003385357559e-05,0.9981998205184937
0.0034934247378259897,1.0000003385357559e-05,0.23935934901237488
0.09010298550128937,1.0000003385357559e-05,0.3775506913661957
0.0034934247378259897,1.0000003385357559e-05,0.9954004287719727
0.09010298550128937,1.0000003385357559e-05,0.9921941161155701
0.0034934247378259897,1.0000003385357559e-05,1.0000100135803223
0.008857354521751404,1.0000003385357559e-05,0.9988764524459839
0.001465063076466322,1.0000003385357559e-05,1.0000100135803223
0.0006363342981785536,1.0000003385357559e-05,0.9989112615585327
0.027595279738307,1.0000003385357559e-05,1.0000100135803223
0.09010298550128937,1.0000003385357559e-05,0.9981998205184937
0.0034934247378259897,0.1732981950044632,0.23935934901237488
0.09010298550128937,1.0000003385357559e-05,0.3775506913661957
0.0034934247378259897,1.0000003385357559e-05,0.9954004287719727
0.09010298550128937,1.0000003385357559e-05,0.9921941161155701
0.0034934247378259897,1.0000003385357559e-05,1.0000100135803223
0.09010298550128937,1.0000003385357559e-05,0.9988764524459839
0.0034934247378259897,1.0000003385357559e-05,1.0000100135803223
0.09010298550128937,1.0000003385357559e-05,0.9989112615585327
0.0034934247378259897,1.0000003385357559e-05,1.0000100135803223
0.09010298550128937,1.0000003385357559e-05,0.9981998205184937
0.0034934247378259897,1.0000003385357559e-05,0.23935934901237488
0.10088862478733063,1.0000003385357559e-05,0.3775506913661957
0.01972912810742855,1.0000003385357559e-05,0.9954004287719727
0.0006562031921930611,1.0000003385357559e-05,0.9921941161155701
0.05501529201865196,1.0000003385357559e-05,1.0000100135803223
0.09010298550128937,1.0000003385357559e-05,0.9988764524459839
0.0034934247378259897,1.0000003385357559e-05,1.0000100135803223
0.09010298550128937,1.0000003385357559e-05,0.9989112615585327
0.0034934247378259897,1.0000003385357559e-05,1.0000100135803223
0.008857354521751404,0.0006562031921930611,0.9981998205184937
0.001465063076466322,0.004080137703567743,0.23935934901237488
0.027595279738307,1.0000003385357559e-05,0.3775506913661957
0.0006363342981785536,1.0000003385357559e-05,0.9954004287719727
0.09010298550128937,1.0000003385357559e-05,0.9921941161155701
0.0034934247378259897,1.0000003385357559e-05,1.0000100135803223
0.09010298550128937,1.0000003385357559e-05,0.9988764524459839
0.0034934247378259897,1.0000003385357559e-05,1.0000100135803223
0.09010298550128937,1.0000003385357559e-05,0.9993638396263123
0.0034934247378259897,0.1732981950044632,0.9990402460098267
0.09010298550128937,1.0000003385357559e-05,0.754925012588501
0.0034934247378259897,1.0000003385357559e-05,1.0000100135803223
0.09010298550128937,1.0000003385357559e-05,1.0000100135803223
0.0034934247378259897,1.0000003385357559e-05,0.8596737384796143
