positive,negative,neutral
0.008857354521751404,1.0000003385357559e-05,0.9993638396263123
0.014513582922518253,0.01206377986818552,0.8634016513824463
0.014513582922518253,1.0000003385357559e-05,0.9995927214622498
0.008857354521751404,1.0000003385357559e-05,0.9991804361343384
0.01972912810742855,1.0000003385357559e-05,0.8267217874526978
0.10088862478733063,0.01206377986818552,0.754925012588501
